iter	Logloss	ZeroOneLoss:use_weights=true	ZeroOneLoss:use_weights=false
83	0.07475402923	0.006144635874	0.006169751542
84	0.07382529006	0.006052623603	0.006003001501
85	0.07280005338	0.00547212214	0.005502751376
86	0.07240672068	0.00547212214	0.005502751376
87	0.07168457587	0.005502568606	0.005502751376
88	0.07158444753	0.005502568606	0.005502751376
89	0.07126453845	0.00531921694	0.005336001334
90	0.07093341184	0.005288770474	0.005336001334
91	0.06938579484	0.005625027341	0.005669501417
92	0.06917429714	0.005625027341	0.005669501417
93	0.06905777552	0.005594580876	0.005669501417
94	0.06836285026	0.005441675675	0.005502751376
95	0.06825463405	0.005441675675	0.005502751376
96	0.0680128968	0.005380782745	0.005502751376
97	0.06788935511	0.005380782745	0.005502751376
98	0.06759243418	0.005380782745	0.005502751376
99	0.06746033856	0.00535033628	0.005502751376
100	0.0673872085	0.00535033628	0.005502751376
101	0.06698874678	0.00535033628	0.005502751376
102	0.06477702982	0.00541122921	0.005502751376
103	0.06458540062	0.005197431079	0.005336001334
104	0.06443377943	0.005197431079	0.005336001334
105	0.06388146465	0.005227877544	0.005336001334
106	0.06365031431	0.005227877544	0.005336001334
107	0.0633234323	0.005197431079	0.005336001334
108	0.06302043151	0.005014079413	0.005169251292
109	0.06242414086	0.004861174212	0.005002501251
110	0.06166493299	0.004830727747	0.005002501251
111	0.06151992957	0.004830727747	0.005002501251
112	0.06065898685	0.004708941887	0.005002501251
113	0.06055217131	0.004739388352	0.005002501251
114	0.06046759247	0.004739388352	0.005002501251
115	0.06031907717	0.004739388352	0.005002501251
116	0.06026023172	0.004769834817	0.005002501251
117	0.05986255959	0.004800281282	0.005002501251
118	0.0597069316	0.004800281282	0.005002501251
119	0.05945534951	0.004861174212	0.005002501251
120	0.05925448099	0.004769834817	0.005002501251
121	0.05825757157	0.004769834817	0.005002501251
122	0.05814758424	0.004739388352	0.005002501251
123	0.05778923528	0.004892293553	0.005169251292
124	0.05752744132	0.004892293553	0.005169251292
125	0.05736210668	0.004953186483	0.005169251292
126	0.05717884903	0.004983632948	0.005169251292
127	0.05707153581	0.004983632948	0.005169251292
128	0.05644740657	0.004983632948	0.005169251292
129	0.05640089839	0.004983632948	0.005169251292
130	0.05636340441	0.004953186483	0.005169251292
131	0.05628617589	0.004953186483	0.005169251292
132	0.05622479849	0.004953186483	0.005169251292
133	0.05584411939	0.004953186483	0.005169251292
134	0.05580615785	0.004953186483	0.005169251292
135	0.05571483544	0.004922740018	0.005169251292
136	0.05568868929	0.004922740018	0.005169251292
137	0.0555050056	0.004739388352	0.005002501251
138	0.0551747614	0.004586483151	0.004835751209
139	0.05503451681	0.004586483151	0.004835751209
140	0.05488166671	0.004586483151	0.004835751209
141	0.05486835371	0.004586483151	0.004835751209
142	0.05469901745	0.004616929616	0.004835751209
143	0.05455670925	0.004616929616	0.004835751209
144	0.05446043829	0.004616929616	0.004835751209
145	0.05415008189	0.004708269012	0.004835751209
146	0.05410206073	0.004708269012	0.004835751209
147	0.05358460963	0.004708269012	0.004835751209
148	0.05215310018	0.004708269012	0.004835751209
149	0.05191729519	0.004647376081	0.004835751209
150	0.05174745258	0.004586483151	0.004835751209
151	0.0516139019	0.004586483151	0.004835751209
152	0.05102000631	0.004647376081	0.004835751209
153	0.05057277856	0.004800281282	0.005002501251
154	0.05051255026	0.004830727747	0.005002501251
155	0.05019655255	0.004830727747	0.005002501251
156	0.0501514694	0.004830727747	0.005002501251
157	0.049850444	0.004830727747	0.005002501251
158	0.0495790391	0.004830727747	0.005002501251
159	0.04953348734	0.004800281282	0.005002501251
160	0.04943847548	0.004769834817	0.005002501251
161	0.04940692353	0.004586483151	0.004835751209
162	0.04937429568	0.004586483151	0.004835751209
163	0.04929903574	0.004739388352	0.005002501251
164	0.04921038737	0.004739388352	0.005002501251
165	0.0491010395	0.004586483151	0.004835751209
166	0.04896398124	0.004586483151	0.004835751209
167	0.04888959432	0.004586483151	0.004835751209
168	0.04854783768	0.004586483151	0.004835751209
169	0.04831557466	0.004586483151	0.004835751209
170	0.04816235205	0.004586483151	0.004835751209
171	0.04809180685	0.004586483151	0.004835751209
172	0.04798404591	0.004586483151	0.004835751209
173	0.04792905626	0.004586483151	0.004835751209
174	0.04791059118	0.004586483151	0.004835751209
175	0.04786978266	0.004586483151	0.004835751209
176	0.0478079132	0.004586483151	0.004835751209
177	0.0476717777	0.004586483151	0.004835751209
178	0.04752290725	0.004586483151	0.004835751209
179	0.04747879517	0.004586483151	0.004835751209
180	0.0474705425	0.004586483151	0.004835751209
181	0.04745383193	0.004586483151	0.004835751209
182	0.04711815478	0.004647376081	0.004835751209
183	0.04706733304	0.004647376081	0.004835751209
184	0.04704708966	0.004647376081	0.004835751209
185	0.04688842758	0.004647376081	0.004835751209
186	0.04666304508	0.004647376081	0.004835751209
187	0.04660085807	0.004647376081	0.004835751209
188	0.04651424282	0.004647376081	0.004835751209
189	0.04640655186	0.004647376081	0.004835751209
190	0.04634063731	0.004586483151	0.004835751209
191	0.04628327121	0.004586483151	0.004835751209
192	0.04622565941	0.004586483151	0.004835751209
193	0.04619772129	0.004586483151	0.004835751209
194	0.04617268214	0.004586483151	0.004835751209
195	0.04602852719	0.004647376081	0.004835751209
196	0.04592422944	0.004647376081	0.004835751209
197	0.045919121	0.004647376081	0.004835751209
198	0.04587636707	0.004616929616	0.004835751209
199	0.04573987429	0.004586483151	0.004835751209
200	0.04566624448	0.004586483151	0.004835751209
201	0.04560183541	0.004586483151	0.004835751209
202	0.04554743904	0.004586483151	0.004835751209
203	0.04536051975	0.004586483151	0.004835751209
204	0.04530747029	0.004586483151	0.004835751209
205	0.04521470818	0.004586483151	0.004835751209
206	0.04510708654	0.004556036686	0.004835751209
207	0.04497060524	0.004556036686	0.004835751209
208	0.04489921812	0.004556036686	0.004835751209
209	0.04487997596	0.004556036686	0.004835751209
210	0.04482732015	0.004556036686	0.004835751209
211	0.04469717919	0.004556036686	0.004835751209
212	0.04464949039	0.004556036686	0.004835751209
213	0.04460932224	0.004556036686	0.004835751209
214	0.04455845438	0.004556036686	0.004835751209
215	0.04440878685	0.004586483151	0.004835751209
216	0.04437405811	0.004586483151	0.004835751209
217	0.0442698761	0.004556036686	0.004835751209
218	0.04414235133	0.004556036686	0.004835751209
219	0.04408613525	0.004556036686	0.004835751209
220	0.04395248421	0.004556036686	0.004835751209
221	0.04392491404	0.004556036686	0.004835751209
222	0.04384908797	0.004556036686	0.004835751209
223	0.04383038963	0.004556036686	0.004835751209
224	0.0437500706	0.004556036686	0.004835751209
225	0.04364885738	0.004556036686	0.004835751209
226	0.0436141566	0.004556036686	0.004835751209
227	0.04351833724	0.004556036686	0.004835751209
228	0.04338615671	0.004556036686	0.004835751209
229	0.04331422045	0.004556036686	0.004835751209
230	0.04322955327	0.004556036686	0.004835751209
231	0.04312866442	0.004556036686	0.004835751209
232	0.04310216378	0.004556036686	0.004835751209
233	0.04303343885	0.004556036686	0.004835751209
234	0.04301892022	0.004556036686	0.004835751209
235	0.04287618951	0.004556036686	0.004835751209
236	0.04279734428	0.004556036686	0.004835751209
237	0.04276545525	0.004556036686	0.004835751209
238	0.04270812743	0.004556036686	0.004835751209
239	0.04246600098	0.004556036686	0.004835751209
240	0.0422137985	0.004586483151	0.004835751209
241	0.04218091472	0.004586483151	0.004835751209
242	0.04217397042	0.004616929616	0.004835751209
243	0.04212253591	0.004616929616	0.004835751209
244	0.04202326226	0.004586483151	0.004835751209
245	0.04187551762	0.004586483151	0.004835751209
246	0.04186213306	0.004586483151	0.004835751209
247	0.04169946025	0.004556036686	0.004835751209
248	0.04165771652	0.004586483151	0.004835751209
249	0.04160639741	0.004556036686	0.004835751209
250	0.04156906287	0.004556036686	0.004835751209
251	0.04150738483	0.004556036686	0.004835751209
252	0.04143065405	0.004556036686	0.004835751209
253	0.04138506287	0.004525590221	0.004835751209
254	0.04129373918	0.004525590221	0.004835751209
255	0.04124226405	0.004525590221	0.004835751209
256	0.04118856086	0.004525590221	0.004835751209
257	0.04114692064	0.004525590221	0.004835751209
258	0.04070092143	0.004556036686	0.004835751209
259	0.04060884881	0.004556036686	0.004835751209
260	0.04058087688	0.004556036686	0.004835751209
261	0.04056139242	0.004556036686	0.004835751209
262	0.04050790882	0.004556036686	0.004835751209
263	0.04043033471	0.004616929616	0.004835751209
264	0.04039902776	0.004616929616	0.004835751209
265	0.04036060761	0.004556036686	0.004835751209
266	0.03994736263	0.004556036686	0.004835751209
267	0.03990275688	0.004556036686	0.004835751209
268	0.03987595526	0.004556036686	0.004835751209
269	0.03975132624	0.004556036686	0.004835751209
270	0.03966878679	0.004556036686	0.004835751209
271	0.03964825877	0.004556036686	0.004835751209
272	0.03963623674	0.004556036686	0.004835751209
273	0.03951422225	0.004525590221	0.004835751209
274	0.03948609736	0.004525590221	0.004835751209
275	0.03938033474	0.004525590221	0.004835751209
276	0.03926431548	0.004525590221	0.004835751209
277	0.03918296118	0.004556036686	0.004835751209
278	0.03916877365	0.004556036686	0.004835751209
279	0.03912534774	0.004525590221	0.004835751209
280	0.03903293068	0.004525590221	0.004835751209
281	0.03890146406	0.004525590221	0.004835751209
282	0.03888052448	0.004525590221	0.004835751209
283	0.03883477767	0.004525590221	0.004835751209
284	0.03882557805	0.004525590221	0.004835751209
285	0.03876484449	0.004525590221	0.004835751209
286	0.03871004527	0.004525590221	0.004835751209
287	0.0386889193	0.004525590221	0.004835751209
288	0.03856220747	0.004525590221	0.004835751209
289	0.03838533075	0.004525590221	0.004835751209
290	0.03837457795	0.004525590221	0.004835751209
291	0.03836049904	0.004556036686	0.004835751209
292	0.03826596102	0.004556036686	0.004835751209
293	0.03825185982	0.004556036686	0.004835751209
294	0.03811628404	0.004556036686	0.004835751209
295	0.03800208684	0.004525590221	0.004835751209
296	0.0379296526	0.004525590221	0.004835751209
297	0.03785356882	0.004556036686	0.004835751209
298	0.03782799104	0.004556036686	0.004835751209
299	0.03774174585	0.004556036686	0.004835751209
300	0.03770156375	0.004556036686	0.004835751209
301	0.03759272871	0.004556036686	0.004835751209
302	0.03745697687	0.004556036686	0.004835751209
303	0.03743116736	0.004525590221	0.004835751209
304	0.0373897215	0.004525590221	0.004835751209
305	0.03733858146	0.004525590221	0.004835751209
306	0.0372930173	0.004525590221	0.004835751209
307	0.03721786584	0.004525590221	0.004835751209
308	0.03718532656	0.004525590221	0.004835751209
309	0.03710055656	0.004556036686	0.004835751209
310	0.03705081296	0.004556036686	0.004835751209
311	0.03700286976	0.004556036686	0.004835751209
312	0.03685560579	0.004525590221	0.004835751209
313	0.03674992704	0.004525590221	0.004835751209
314	0.03669459369	0.004525590221	0.004835751209
315	0.0366577984	0.004525590221	0.004835751209
316	0.0366097382	0.004525590221	0.004835751209
317	0.03650997408	0.004525590221	0.004835751209
318	0.03647968954	0.004525590221	0.004835751209
319	0.03632386054	0.004525590221	0.004835751209
320	0.0362954174	0.004525590221	0.004835751209
321	0.03628116896	0.004525590221	0.004835751209
322	0.03627315196	0.004525590221	0.004835751209
323	0.03621183063	0.004525590221	0.004835751209
324	0.036186434	0.004525590221	0.004835751209
325	0.03615948778	0.004525590221	0.004835751209
326	0.03613545546	0.004525590221	0.004835751209
327	0.03607430312	0.004525590221	0.004835751209
328	0.0359808065	0.004525590221	0.004835751209
329	0.03596103929	0.004525590221	0.004835751209
330	0.03592357613	0.004525590221	0.004835751209
331	0.03580331366	0.004525590221	0.004835751209
332	0.03578973748	0.004525590221	0.004835751209
333	0.03578354551	0.004525590221	0.004835751209
334	0.03572876803	0.004525590221	0.004835751209
335	0.03571754919	0.004525590221	0.004835751209
336	0.0357002099	0.004525590221	0.004835751209
337	0.03560283963	0.004525590221	0.004835751209
338	0.03556980335	0.004525590221	0.004835751209
339	0.0355096382	0.004525590221	0.004835751209
340	0.035510518	0.004525590221	0.004835751209
341	0.03540864552	0.004525590221	0.004835751209
342	0.03538114743	0.004525590221	0.004835751209
343	0.03525827235	0.004525590221	0.004835751209
344	0.03518110902	0.004525590221	0.004835751209
345	0.03516842009	0.004525590221	0.004835751209
346	0.03509408757	0.004525590221	0.004835751209
347	0.03502057326	0.004525590221	0.004835751209
348	0.03493159114	0.004525590221	0.004835751209
349	0.03485734838	0.004525590221	0.004835751209
350	0.03478769712	0.004525590221	0.004835751209
351	0.03467425226	0.004525590221	0.004835751209
352	0.03457381661	0.004525590221	0.004835751209
353	0.03452438268	0.004525590221	0.004835751209
354	0.03443371485	0.004525590221	0.004835751209
355	0.03442560947	0.004525590221	0.004835751209
356	0.03433841744	0.004586483151	0.004835751209
357	0.0342965303	0.004525590221	0.004835751209
358	0.03428660145	0.004525590221	0.004835751209
359	0.03425995958	0.004525590221	0.004835751209
360	0.03422350642	0.004525590221	0.004835751209
361	0.03416717644	0.004525590221	0.004835751209
362	0.03411083619	0.004525590221	0.004835751209
363	0.03408564779	0.004525590221	0.004835751209
364	0.03406968287	0.004525590221	0.004835751209
365	0.0340541393	0.004525590221	0.004835751209
366	0.03402821475	0.004525590221	0.004835751209
367	0.03401820272	0.004525590221	0.004835751209
368	0.03399026378	0.004525590221	0.004835751209
369	0.0339435667	0.004525590221	0.004835751209
370	0.03387042251	0.004525590221	0.004835751209
371	0.03383559908	0.004525590221	0.004835751209
372	0.03382986688	0.004525590221	0.004835751209
373	0.03376713441	0.004525590221	0.004835751209
374	0.03374689455	0.004525590221	0.004835751209
375	0.03372252084	0.004525590221	0.004835751209
376	0.03368897972	0.004525590221	0.004835751209
377	0.03366059406	0.004525590221	0.004835751209
378	0.03364455685	0.004525590221	0.004835751209
379	0.03357396497	0.004525590221	0.004835751209
380	0.03348125558	0.004525590221	0.004835751209
381	0.03345883099	0.004525590221	0.004835751209
382	0.03345118153	0.004525590221	0.004835751209
383	0.03333608401	0.004525590221	0.004835751209
384	0.03331897424	0.004525590221	0.004835751209
385	0.0332990479	0.004525590221	0.004835751209
386	0.03323558397	0.004525590221	0.004835751209
387	0.03316308348	0.004525590221	0.004835751209
388	0.03310043671	0.004556036686	0.004835751209
389	0.03308720259	0.004556036686	0.004835751209
390	0.0330449645	0.004556036686	0.004835751209
391	0.03300512619	0.004556036686	0.004835751209
392	0.03299455584	0.004525590221	0.004835751209
393	0.03293937017	0.004525590221	0.004835751209
394	0.0329058717	0.004525590221	0.004835751209
395	0.03283497487	0.004525590221	0.004835751209
396	0.03282098155	0.004525590221	0.004835751209
397	0.03278684502	0.004525590221	0.004835751209
398	0.03278578915	0.004525590221	0.004835751209
399	0.03273368542	0.004525590221	0.004835751209
400	0.03265798536	0.004525590221	0.004835751209
401	0.03262829166	0.004525590221	0.004835751209
402	0.03255520528	0.004525590221	0.004835751209
403	0.03254355403	0.004525590221	0.004835751209
404	0.03247845244	0.004525590221	0.004835751209
405	0.03242451071	0.004616929616	0.004835751209
406	0.03235166124	0.004525590221	0.004835751209
407	0.03231048664	0.004525590221	0.004835751209
408	0.03229365095	0.004525590221	0.004835751209
409	0.03228750892	0.004525590221	0.004835751209
410	0.03226653431	0.004525590221	0.004835751209
411	0.03225921767	0.004525590221	0.004835751209
412	0.03223287184	0.004586483151	0.004835751209
413	0.03221899706	0.004586483151	0.004835751209
414	0.03219629425	0.004586483151	0.004835751209
415	0.03218447821	0.004586483151	0.004835751209
416	0.03214757116	0.004586483151	0.004835751209
417	0.03214295962	0.004586483151	0.004835751209
418	0.03212068749	0.004586483151	0.004835751209
419	0.0321148708	0.004586483151	0.004835751209
420	0.03207455696	0.004586483151	0.004835751209
421	0.03204986304	0.004525590221	0.004835751209
422	0.03197852862	0.004556036686	0.004835751209
423	0.03186129371	0.004525590221	0.004835751209
424	0.03184768712	0.004556036686	0.004835751209
425	0.0318456726	0.004556036686	0.004835751209
426	0.03183384097	0.004556036686	0.004835751209
427	0.03181472749	0.004556036686	0.004835751209
428	0.03179032319	0.004556036686	0.004835751209
429	0.03173275339	0.004556036686	0.004835751209
430	0.03172931559	0.004556036686	0.004835751209
431	0.03165433447	0.004556036686	0.004835751209
432	0.03163684977	0.004556036686	0.004835751209
433	0.03162485452	0.004556036686	0.004835751209
434	0.03162189679	0.004525590221	0.004835751209
435	0.0315768618	0.004556036686	0.004835751209
436	0.03155445596	0.004556036686	0.004835751209
437	0.03152560648	0.004556036686	0.004835751209
438	0.03142185085	0.004556036686	0.004835751209
439	0.03138425298	0.004556036686	0.004835751209
440	0.03134039408	0.004556036686	0.004835751209
441	0.03132072998	0.004556036686	0.004835751209
442	0.03128457161	0.004525590221	0.004835751209
443	0.0312538988	0.004525590221	0.004835751209
444	0.03124691446	0.004525590221	0.004835751209
445	0.0312069846	0.004525590221	0.004835751209
446	0.03119702635	0.004525590221	0.004835751209
447	0.031175597	0.004525590221	0.004835751209
448	0.03115441715	0.004556036686	0.004835751209
449	0.03113160877	0.004556036686	0.004835751209
450	0.03110443475	0.004556036686	0.004835751209
451	0.03109719653	0.004556036686	0.004835751209
452	0.0310344354	0.004556036686	0.004835751209
453	0.03094143202	0.004556036686	0.004835751209
454	0.03090900882	0.004556036686	0.004835751209
455	0.0308843561	0.004556036686	0.004835751209
456	0.03086623973	0.004556036686	0.004835751209
457	0.03081271203	0.004616929616	0.004835751209
458	0.030779856	0.004616929616	0.004835751209
459	0.03077192283	0.004616929616	0.004835751209
460	0.03071683105	0.004586483151	0.004835751209
461	0.03056246867	0.004586483151	0.004835751209
462	0.0305175595	0.004586483151	0.004835751209
463	0.03048672335	0.004556036686	0.004835751209
464	0.03047975416	0.004556036686	0.004835751209
465	0.0304768002	0.004556036686	0.004835751209
466	0.03047046803	0.004556036686	0.004835751209
467	0.03046865396	0.004556036686	0.004835751209
468	0.03046934543	0.004556036686	0.004835751209
469	0.03037199249	0.004556036686	0.004835751209
470	0.03034924942	0.004556036686	0.004835751209
471	0.03034453605	0.004556036686	0.004835751209
472	0.03034030586	0.004556036686	0.004835751209
473	0.03033913669	0.004556036686	0.004835751209
474	0.03028850149	0.004525590221	0.004835751209
475	0.03024453827	0.004525590221	0.004835751209
476	0.0302362889	0.004525590221	0.004835751209
477	0.03020318796	0.004525590221	0.004835751209
478	0.03019962529	0.004525590221	0.004835751209
479	0.03019865873	0.004556036686	0.004835751209
480	0.03016210997	0.004556036686	0.004835751209
481	0.03015252914	0.004556036686	0.004835751209
482	0.03009429046	0.004556036686	0.004835751209
483	0.03003135222	0.004556036686	0.004835751209
484	0.03002585308	0.004556036686	0.004835751209
485	0.02999108427	0.004556036686	0.004835751209
486	0.02995199447	0.004525590221	0.004835751209
487	0.02991401373	0.004525590221	0.004835751209
488	0.02988118185	0.004525590221	0.004835751209
489	0.02987747082	0.004525590221	0.004835751209
490	0.02987079886	0.004556036686	0.004835751209
491	0.02982560937	0.004556036686	0.004835751209
492	0.02979267546	0.004556036686	0.004835751209
493	0.02977515631	0.004556036686	0.004835751209
494	0.02975658296	0.004556036686	0.004835751209
495	0.02972256604	0.004556036686	0.004835751209
496	0.02967484203	0.004556036686	0.004835751209
497	0.02966010535	0.004556036686	0.004835751209
498	0.02963664275	0.004586483151	0.004835751209
499	0.02952866161	0.004586483151	0.004835751209
500	0.02951306274	0.004586483151	0.004835751209
501	0.02945278002	0.004586483151	0.004835751209
502	0.02944624007	0.004586483151	0.004835751209
503	0.02943551126	0.004586483151	0.004835751209
504	0.02935974863	0.004586483151	0.004835751209
505	0.02935808381	0.004616929616	0.004835751209
506	0.02933148834	0.004616929616	0.004835751209
507	0.02929074582	0.004616929616	0.004835751209
508	0.02925699269	0.004556036686	0.004835751209
509	0.02922874687	0.004556036686	0.004835751209
510	0.02914970332	0.004556036686	0.004835751209
511	0.02914418118	0.004556036686	0.004835751209
512	0.02908523511	0.004556036686	0.004835751209
513	0.02906939877	0.004556036686	0.004835751209
514	0.02904045827	0.004556036686	0.004835751209
515	0.0289992624	0.004556036686	0.004835751209
516	0.02897971809	0.004556036686	0.004835751209
517	0.02897769472	0.004556036686	0.004835751209
518	0.02893439962	0.004556036686	0.004835751209
519	0.02888165206	0.004556036686	0.004835751209
520	0.02884084411	0.004556036686	0.004835751209
521	0.02881931448	0.004556036686	0.004835751209
522	0.02881978639	0.004556036686	0.004835751209
523	0.02881209507	0.004556036686	0.004835751209
524	0.02879723266	0.004556036686	0.004835751209
525	0.02876879026	0.004556036686	0.004835751209
526	0.0287571953	0.004556036686	0.004835751209
527	0.02875608634	0.004556036686	0.004835751209
528	0.02875061528	0.004556036686	0.004835751209
529	0.0287018615	0.004556036686	0.004835751209
530	0.02869291275	0.004556036686	0.004835751209
531	0.02864694819	0.004556036686	0.004835751209
532	0.02864482451	0.004556036686	0.004835751209
533	0.02856376368	0.004586483151	0.004835751209
534	0.02855642173	0.004586483151	0.004835751209
535	0.02851186172	0.004586483151	0.004835751209
536	0.02850192252	0.004556036686	0.004835751209
537	0.02849430681	0.004556036686	0.004835751209
538	0.02847766893	0.004556036686	0.004835751209
539	0.02846914257	0.004556036686	0.004835751209
540	0.02842642297	0.004556036686	0.004835751209
541	0.02838810641	0.004556036686	0.004835751209
542	0.02835962453	0.004556036686	0.004835751209
543	0.02832350779	0.004556036686	0.004835751209
544	0.02832107443	0.004556036686	0.004835751209
545	0.02830648948	0.004556036686	0.004835751209
546	0.02828590341	0.004586483151	0.004835751209
547	0.02822857876	0.004586483151	0.004835751209
548	0.02821186861	0.004556036686	0.004835751209
549	0.02818489015	0.004556036686	0.004835751209
550	0.02818035945	0.004556036686	0.004835751209
551	0.02810053002	0.004556036686	0.004835751209
552	0.02809601365	0.004525590221	0.004835751209
553	0.02808711734	0.004525590221	0.004835751209
554	0.0280738541	0.004525590221	0.004835751209
555	0.02806248619	0.004525590221	0.004835751209
556	0.02803845718	0.004525590221	0.004835751209
557	0.02803438905	0.004525590221	0.004835751209
558	0.02803242884	0.004525590221	0.004835751209
559	0.0280224766	0.004525590221	0.004835751209
560	0.02796341388	0.004556036686	0.004835751209
561	0.02795735981	0.004556036686	0.004835751209
562	0.02792585071	0.004556036686	0.004835751209
563	0.02789924129	0.004556036686	0.004835751209
564	0.02785496153	0.004525590221	0.004835751209
565	0.02781332069	0.004525590221	0.004835751209
566	0.02780027759	0.004525590221	0.004835751209
567	0.02780243119	0.004525590221	0.004835751209
568	0.02777850188	0.004525590221	0.004835751209
569	0.02777553275	0.004525590221	0.004835751209
570	0.02775964741	0.004525590221	0.004835751209
571	0.02774284252	0.004525590221	0.004835751209
572	0.02772777392	0.004556036686	0.004835751209
573	0.02772527912	0.004556036686	0.004835751209
574	0.02771989804	0.004556036686	0.004835751209
575	0.02771612864	0.004556036686	0.004835751209
576	0.02768457001	0.004556036686	0.004835751209
577	0.02767905978	0.004556036686	0.004835751209
578	0.02765567444	0.004556036686	0.004835751209
579	0.02764213567	0.004556036686	0.004835751209
580	0.02762270472	0.004556036686	0.004835751209
581	0.02756878677	0.004586483151	0.004835751209
582	0.02755813385	0.004586483151	0.004835751209
583	0.02754340626	0.004586483151	0.004835751209
584	0.02753039128	0.004586483151	0.004835751209
585	0.02752487548	0.004586483151	0.004835751209
586	0.02751380605	0.004586483151	0.004835751209
587	0.02749439891	0.004556036686	0.004835751209
588	0.02743644048	0.004556036686	0.004835751209
589	0.02739256035	0.004525590221	0.004835751209
590	0.02739318702	0.004525590221	0.004835751209
591	0.02736949154	0.004525590221	0.004835751209
592	0.02735173164	0.004525590221	0.004835751209
593	0.02731442447	0.004556036686	0.004835751209
594	0.02731119973	0.004556036686	0.004835751209
595	0.02731374978	0.004556036686	0.004835751209
596	0.02729661095	0.004556036686	0.004835751209
597	0.02726503811	0.004525590221	0.004835751209
598	0.02723909793	0.004525590221	0.004835751209
599	0.02723328444	0.004525590221	0.004835751209
600	0.02720106226	0.004525590221	0.004835751209
601	0.02718232916	0.004525590221	0.004835751209
602	0.02714934361	0.004525590221	0.004835751209
603	0.02710444036	0.004525590221	0.004835751209
604	0.02703926596	0.004525590221	0.004835751209
